id,page,headword,pos,gloss,phonetic,example_nandi,example_english,concern,reviewer_action,corrected_headword,corrected_pos,corrected_gloss,corrected_phonetic,corrected_example_nandi,corrected_example_english,splits_into,reviewer_notes,reviewer_name
hollis_p004_chesume_n,4,chesume,noun,Chesume (western county). (proper toponym),,,,CLEAN,,,,,,,,,,
hollis_p004_masop_n,4,masop,noun,Masop (eastern county). (proper toponym),,,,CLEAN,,,,,,,,,,
hollis_p004_pororiet_n,4,pororiet,noun,"district, division. (administrative subdivision)",pororosiek (pl.),,,CLEAN,,,,,,,,,,
hollis_p004_soiin_n,4,soiin,noun,Soiin (southern county). (proper toponym; aka Pelkut),,,,CLEAN,,,,,,,,,,
hollis_p005_asis_-,5,asis,-,"noun. (God, the Sun)",asista (pl.),,,CLEAN,,,,,,,,,,
hollis_p005_chemur_n,5,chemur,noun,Chemur clan. (totem: wild cat),,,,CLEAN,,,,,,,,,,
hollis_p005_chepkokosiot_n,5,chepkokosiot,noun,buzzard. (totem of Kipkokos),,,,CLEAN,,,,,,,,,,
hollis_p005_chepsiriret_n,5,chepsiriret,noun,hawk. (totem of Sokom),,,,CLEAN,,,,,,,,,,
hollis_p005_kamwaike_n,5,kamwaike,noun,Kamwaike clan. (totem: partridge),,,,CLEAN,,,,,,,,,,
hollis_p005_kimaketyet_n,5,kimaketyet,noun,hyena. (cf. class I.A kimaket),,,,CLEAN,,,,,,,,,,
hollis_p005_kipaa_n,5,kipaa,noun,Kipaa clan. (totem: snake & colobus monkey),,,,CLEAN,,,,,,,,,,
hollis_p005_kipamwi_n,5,kipamwi,noun,Kipamwi clan. (totem: duiker),,,,CLEAN,,,,,,,,,,
hollis_p005_kipasiso_n,5,kipasiso,noun,Kipasiso clan. (totem: sun & mole),,,,CLEAN,,,,,,,,,,
hollis_p005_kipiegen_n,5,kipiegen,noun,Kipiegen clan. (totem: baboon & house rat),,,,CLEAN,,,,,,,,,,
hollis_p005_kipkenda_n,5,kipkenda,noun,Kipkenda clan. (totem: bee & frog),,,,CLEAN,,,,,,,,,,
hollis_p005_kipkoiitim_n,5,kipkoiitim,noun,Kipkoiitim clan. (totem: elephant & chameleon),,,,CLEAN,,,,,,,,,,
hollis_p005_kipkokos_n,5,kipkokos,noun,Kipkokos clan. (totem: buzzard),,,,CLEAN,,,,,,,,,,
hollis_p005_kipoiis_n,5,kipoiis,noun,Kipoiis clan. (totem: jackal & cockroach),,,,CLEAN,,,,,,,,,,
hollis_p005_kipsirgoi_n,5,kipsirgoi,noun,Kipsirgoi clan. (totem: bush pig),,,,CLEAN,,,,,,,,,,
hollis_p005_kiptopke_n,5,kiptopke,noun,Kiptopke clan. (totem: monkey),,,,CLEAN,,,,,,,,,,
hollis_p005_koroiityet_n,5,koroiityet,noun,Colobus monkey. (cf. class II.A koroiit),,,,CLEAN,,,,,,,,,,
hollis_p005_leluot_n,5,leluot,noun,jackal. (totem of Kipoiis),,,,CLEAN,,,,,,,,,,
hollis_p005_moi_n,5,moi,noun,Moi clan. (totem: crested crane & buffalo),,,,CLEAN,,,,,,,,,,
hollis_p005_muriot_n,5,muriot,noun,house rat,,,,CLEAN,,,,,,,,,,
hollis_p005_peliot_n,5,peliot,noun,elephant. (see also class X),,,,CROSS-REF,,,,,,,,,,
hollis_p005_pirechet_n,5,pirechet,noun,soldier ant. (totem of Toiyoi),,,,CLEAN,,,,,,,,,,
hollis_p005_pungungwet_n,5,pungungwet,noun,mole. (totem of Kipasiso),,,,CLEAN,,,,,,,,,,
hollis_p005_robta_n,5,robta,noun,rain. (borrowed from Galla per Eliot),,,,CLEAN,,,,,,,,,,
hollis_p005_segemyat_n,5,segemyat,noun,bee. (cf. class X segemya),,,,CLEAN,,,,,,,,,,
hollis_p005_sokom_n,5,sokom,noun,Sokom clan. (totem: hawk),,,,CLEAN,,,,,,,,,,
hollis_p005_taiyuet_n,5,taiyuet,noun,partridge. (cf. class I.C taiyua),,,,CLEAN,,,,,,,,,,
hollis_p005_talai_n,5,talai,noun,Talai clan. (totem: lion; medicine men),,,,CLEAN,,,,,,,,,,
hollis_p005_toiyoi_n,5,toiyoi,noun,Toiyoi clan. (totem: soldier ant & rain),,,,CLEAN,,,,,,,,,,
hollis_p005_tungo_n,5,tungo,noun,Tungo clan. (totem: hyena),,,,CLEAN,,,,,,,,,,
hollis_p013_injorut_n,13,injorut,noun,goats' compartment of hut,,,,CLEAN,,,,,,,,,,
hollis_p013_kipsat_-,13,kipsat,-,noun. (hut (alt form)),korik-ap-sat (pl.),,,CLEAN,,,,,,,,,,
hollis_p013_koiimaut_n,13,koiimaut,noun,main living-room of hut,,,,CLEAN,,,,,,,,,,
hollis_p013_kutitaptaput_n,13,kutit-ap-taput,noun,skylight,,,,CLEAN,,,,,,,,,,
hollis_p013_nganaset_n,13,nganaset,noun,group of huts,,,,CLEAN,,,,,,,,,,
hollis_p014_ireusiek_n,14,ireusiek,noun,pegs (for hanging arms/gourds). (pl.),,,,CLEAN,,,,,,,,,,
hollis_p014_kilonget_n,14,kilonget,noun,depression in floor for beer pot,,,,CLEAN,,,,,,,,,,
hollis_p014_kiylengut_n,14,kiylengut,noun,milk compartment,,,,CLEAN,,,,,,,,,,
hollis_p014_pambaniat_n,14,pambaniat,noun,rafter of hut ceiling,,,,CLEAN,,,,,,,,,,
hollis_p015_kimonjokut_n,15,kimonjokut,noun,stick surmounting central pole,,,,CLEAN,,,,,,,,,,
hollis_p015_mabwaita_n,15,mabwaita,noun,charm of lepesuet sticks at house entrance. (good-luck token),,,,CLEAN,,,,,,,,,,
hollis_p015_taloita_n,15,taloita,noun,central pole of hut,,,,CLEAN,,,,,,,,,,
hollis_p016_choket_n,16,choket,noun,granary,,,,CLEAN,,,,,,,,,,
hollis_p016_ekoruek_n,16,ekoruek,noun,warriors' hut in woods for slaughtering oxen. (pl.),,,,CLEAN,,,,,,,,,,
hollis_p016_kaitammurenik_n,16,kait-am-murenik,noun,warriors' clubhouse,,,,CLEAN,,,,,,,,,,
hollis_p016_kaptich_n,16,kap-tich,noun,cattle kraal,,,,CLEAN,,,,,,,,,,
hollis_p016_peut_n,16,peut,noun,cattle enclosure,,,,CLEAN,,,,,,,,,,
hollis_p017_chepkimaliot_n,17,chepkimaliot,noun,hut in centre of cattle kraal,,,,CLEAN,,,,,,,,,,
hollis_p018_pak_n,18,pak,noun,eleusine grain. (Eleusine coracana),,,,CLEAN,,,,,,,,,,
hollis_p019_chepusoon_n,19,chepusoon,noun,wind,,,,CLEAN,,,,,,,,,,
hollis_p025_keliot_n,25,keliot,noun,Acocanthera schimperi (poison tree). (source of arrow poison),,,,CLEAN,,,,,,,,,,
hollis_p025_kesimoret_n,25,kesimoret,noun,knife for tapping palms,,,,CLEAN,,,,,,,,,,
hollis_p025_kupenet_n,25,kupenet,noun,honey-hive in rock,,,,CLEAN,,,,,,,,,,
hollis_p025_pondet_n,25,pondet,noun,honey-hive in tree,,,,CLEAN,,,,,,,,,,
hollis_p026_chepkiraut_n,26,chepkiraut,noun,snuff-box,,,,CLEAN,,,,,,,,,,
hollis_p026_kiprauf_n,26,kiprauf,noun,tobacco pouch from ox-horn,,,,CLEAN,,,,,,,,,,
hollis_p026_kirongesiet_n,26,kirongesiet,noun,snuff-box (Lumbwa form),,,,CLEAN,,,,,,,,,,
hollis_p026_olpesienyet_n,26,olpesienyet,noun,tobacco pouch from goat scrotum,,,,CLEAN,,,,,,,,,,
p027__ak_af,27,-ak,affix,one,-_ak ; -_nak (after a vowel),,Bo itok. (S/he) has one ear.,CLEAN,,,,,,,,,,
p027_ab_p,27,ab,particle,of. logok ab ko i. the children of this house,_a:p,,aba,CLEAN,,,,,,,,,,
p027_abai_a,27,abai,adjective,lactating,_apay ; apay ; apa-e:n,Abai chebioset.,The wife is nursing (lactating).,CLEAN,,,,,,,,,,
p027_abaita_n,27,abaita,noun,act of going for milk to obtain a praise name for a new-born infant,_apay-ta ; _apay; apaywa ; apay-we:k,,"Kowo abaita. (She) went to beg milk,",CLEAN,,,,,,,,,,
p027_abule_n,27,abule,noun,paternal uncle (obs. replaced by baba q.v.),_apule ; _apule ; _apuleyta,,,CLEAN,,,,,,,,,,
p027_abunwas_n,27,abunwas,noun,trickster,_abunwa:s ; abunwa:si:n ; abunwa:s-i:n-tet,,,CLEAN,,,,,,,,,,
p027_abusagit_n,27,abusagit,noun,"man's shoulder bag, knapsack",_apusak-it ; _apusak; _apusak-i:n ; apusak-ô:y ; _apusaki:n-ik ; apusak-o:k,Kono abusagit.,Give me the knapsack.,CLEAN,,,,,,,,,,
p027_abusanet_n,27,abusanet,noun,"dim-witted person, fool",_apusan-e:t ; _apusan; _apusan ; _apusan-ik,Abusan no.,That one is a dim-wit.,CLEAN,,,,,,,,,,
hollis_p027_asingaiit_n,27,asingaiit,noun,iron-wire necklace,,,,CLEAN,,,,,,,,,,
hollis_p027_ingipiliek_n,27,ingipiliek,noun,bead anklet (alt),,,,CLEAN,,,,,,,,,,
hollis_p027_ingoriet_n,27,ingoriet,noun,goat-skin garment (boy's),,,,CLEAN,,,,,,,,,,
hollis_p027_ingorietapko_n,27,ingoriet-ap-ko,noun,dressed skin or cloth (girl's),,,,CLEAN,,,,,,,,,,
p027_ke_abus_vt,27,ke-abus,verb_transitive,"to give bad advice, to fool, make a fool of",_ke:-apus,,"Kogiabus. (S/he) was ill-advised, fooled.",CLEAN,,,,,,,,,,
p027_ke_abus_vi,27,ke-abus,verb_intransitive,to be a fool,_ke:-abus,Kigoabus.,Kikwabus. (S/he) has become a fool.,CLEAN,,,,,,,,,,
p027_ke_abus_ak_vstv,27,ke-abus-ak,verb_stative,to be a fool,_ke:-apus-ak,,,CLEAN,,,,,,,,,,
hollis_p027_ketitapiit_n,27,ketit-ap-iit,noun,"wooden ear-plug. (lit. ""tree of ear"")",,,,CLEAN,,,,,,,,,,
hollis_p027_kipalpaliot_n,27,kipalpaliot,noun,wooden ear-ring (boy's),,,,CLEAN,,,,,,,,,,
hollis_p027_kipkarkarek_n,27,kipkarkarek,noun,bead anklet,,,,CLEAN,,,,,,,,,,
hollis_p027_kipoiet_n,27,kipoiet,noun,warrior's garment (sewn hides),,,,CLEAN,,,,,,,,,,
hollis_p027_makirariot_n,27,makirariot,noun,iron-wire bracelet,,,,CLEAN,,,,,,,,,,
hollis_p027_murguyuet_n,27,murguyuet,noun,tree whose seeds adorn girls' apron,,,,CLEAN,,,,,,,,,,
hollis_p027_osiek_n,27,osiek,noun,girl's apron,,,,CLEAN,,,,,,,,,,
hollis_p027_sirimwagik_n,27,sirimwagik,noun,iron-chain necklaces. (pl.; cf. class VIII sirim),,,,CLEAN,,,,,,,,,,
hollis_p027_soliot_n,27,soliot,noun,small peg/reed for upper-ear hole,,,,CLEAN,,,,,,,,,,
hollis_p027_sonaiek_n,27,sonaiek,noun,black bead necklace. (pl.),,,,CLEAN,,,,,,,,,,
hollis_p027_tapakwet_n,27,tapakwet,noun,iron-wire leglet,,,,CLEAN,,,,,,,,,,
p028_abuset_n,28,abuset,noun,conning,_abus-e:t ; _abus-6,,,CLEAN,,,,,,,,,,
p028_abusnatet_n,28,abusnatet,noun,hers,_apus-nat-e:t ; _apusnat; apus-nat-wa ; apus-nat-we:ky foolishness ; sillyness. abusnatananyi. I don't want that foolishnessofhis,,,CLEAN,,,,,,,,,,
p028_abutanut_n,28,abutanut,noun,ten cents,_aputa:n-u:t ; _aputa:nu;aputa:n-o:s-ya ; aputa:no:s-yek,Konu abutanosiek somok.,Give (me) 3 ten cent pieces.,CLEAN,,,,,,,,,,
p028_ach_p,28,ach,particle,without,_a:c,Kowo lakwet ach ingor.,The childwentwithout any clothes on.,CLEAN,,,,,,,,,,
p28_achek_n,28,achek,noun,"we, us","_ace:k, _ace:ket (emph.)",Ng'o chu e?,Who are these? Us.,RECONSTRUCTED,,,,,,,,,,
p028_agai_adv,28,agai,adverb,never! (there is) none! agepn,_akay ; akay,"another, other.",Kono age! Give me another!.,CLEAN,,,,,,,,,,
p028_agenge_num,28,agenge,numeral,one,_ake:nke ; _ake:nke (nom.),Mi agenge.,There's one.,CLEAN,,,,,,,,,,
p028_agine_adv,28,agine,adverb,"me, too",_akine,Owendi agine.,"I'm going, too.",CLEAN,,,,,,,,,,
p028_agutaniet_n,28,agutaniet,noun,"intestine, agutanik che mengech, ech small, large intestine",_akuta:n-yet ; _akuta:n; _akuta:n ; _akuta:n-ik,,,CLEAN,,,,,,,,,,
p028_aita_n,28,aita,noun,calf (of leg),_ay-ta ; _ay; ay-wa ; ay-wek,,Kororon oiwek. (His/her) calves are nice.,CLEAN,,,,,,,,,,
p028_aiyeb_n,28,aiyeb,noun,a generous but scatter-brained person who would give you anything s/he has but take it back upon meeting one who is worse off Kende one ingoriet aiyeb? Where did the scatter-brain put the dress?,_ayye:p,,,CLEAN,,,,,,,,,,
p028_ke_agutie_vt,28,ke-agutie,verb_transitive,"to abuse (verbally), yell at",ke:-aku:tye:,,Koogutie logok. (S/he) yelled at the children.,CLEAN,,,,,,,,,,
p28_ki_aget_vcaus,28,ki-aget,verb,to graze (tr.),_ki:-ake:t,Koaget tuga.,(S/he) grazed the cattle.,RECONSTRUCTED,,,,,,,,,,
p28_kw_aget_v,28,kw-aget,verb,to graze (of livestock),_kw-ake:t,Ogeti tuga.,The cattle are grazing.,RECONSTRUCTED,,,,,,,,,,
p029_akwai_a,29,akwai,adjective,"1. fat, well-fed (of cattle)",_akwa:y ; akwa:-e:n,Okwoen tuga.,The cattle are fat.,HAS-GHOSTS,,,,,,,,,,
p029_alamaliet_n,29,alamaliet,noun,an avenging mob. alda (see al),_alamal-ye:t ; _alamal,,,CROSS-REF,,,,,,,,,,
p029_aldai_n,29,aldai,noun,"southwest, southwest Nandi. ki-algat v",_a:lta:y,,"to give a hand to, lend a hand to, help, assist, pitch in, aid (obs.). lalgat! Help him/her!",GLOSS-LEAK,,,,,,,,,,
p029_alielet_n,29,alielet,noun,wailing,_alye:l-et ; _alye:l,Mi alielet bitono; kome chi.,There is wailing across the river; someone has died.,CLEAN,,,,,,,,,,
hollis_p029_asielda_n,29,asielda,noun,man's iron armlet,,,,CLEAN,,,,,,,,,,
hollis_p029_chepolungut_n,29,chepolungut,noun,warrior's ear-ring,,,,CLEAN,,,,,,,,,,
hollis_p029_cheptulet_n,29,cheptulet,noun,fur or skin cap,,,,CLEAN,,,,,,,,,,
hollis_p029_engosholaiit_n,29,engosholaiit,noun,upper-ear ear-ring,,,,CLEAN,,,,,,,,,,
hollis_p029_karikapteget_n,29,karik-ap-teget,noun,woman's iron necklace,,,,CLEAN,,,,,,,,,,
p29_ke_al_v,29,ke-al,verb,"to buy, purchase",_ke:-al,Kowa kwal teta.,(S/he) went to buy a cow.,RECONSTRUCTED,,,,,,,,,,
p29_ke_am_v,29,ke-am,verb,to eat,_ke:-am,Am!,Eat (it)!.,RECONSTRUCTED,,,,,,,,,,
hollis_p029_kimeiteitiot_n,29,kimeiteitiot,noun,iron-chain ear-ring (old men),,,,CLEAN,,,,,,,,,,
hollis_p029_piur_n,29,piur,noun,partial-head shaving style,,,,CLEAN,,,,,,,,,,
hollis_p029_samoiyot_n,29,samoiyot,noun,twins' ornament. (cf. class IV samoiyo),,,,CLEAN,,,,,,,,,,
hollis_p029_sepetaiik_n,29,sepetaiik,noun,necklace of gourd-chips,,,,CLEAN,,,,,,,,,,
hollis_p029_sumeyot_-,29,sumeyot,-,noun. (hair),sumek (pl.),,,CLEAN,,,,,,,,,,
hollis_p029_tamokyet_n,29,tamokyet,noun,iron finger ring,,,,CLEAN,,,,,,,,,,
hollis_p029_taok_n,29,taok,noun,married women's ear-rings. (cf. class I.C taiyua),,,,CLEAN,,,,,,,,,,
p030_amalda_n,30,amalda,noun,"contagious, fatal chicken disease that makes chickens weary; little mites are around the eyes, ke-ambaran v",_ama:l-ta ; _ama:l; ama:l-wa ; ama:l-wek,to become a vagrant.,Iambaran! May you become a vagrant!.,GLOSS-LEAK,,,,,,,,,,
p030_amset_n,30,amset,noun,"cancellous (spongy) bone, mwait ab amset, kowet marrow",_ams-e:t ; _ams-a; amsô:y ; ams-o:k,Expressions: Kikwama bichu ipkwam amset.,These people ate me up to the amset (i.e. picked me clean).,CLEAN,,,,,,,,,,
p031_ang'wan_num,31,ang'wan,numeral,four,_angwan,,Tinyei logok ang'wan. (S/he/they) have four children.,CLEAN,,,,,,,,,,
p031_anget_n,31,anget,noun,cloth,_ank-e:t ; _anka; ank-ô:y ; _ank-o:sya ; ank-ô:k ; _ank-o:syek,,Ilochi anget. (She's) wearing a (wrap-around) cloth.,CLEAN,,,,,,,,,,
p031_angut_p,31,angut,particle,"with, including, anum pn",_ankut,so-and-so.,Kole nyonei anum. (S/he) said so-andso is coming.,CLEAN,,,,,,,,,,
p031_anwet_n,31,anwet,noun,"leather thong, leather strap for tethering cattle",_a:n-we:t ; _a:n-wa; a:nô:y ; a:n-ô:k,,Rate anwet! Tie (it) with the thong!,CLEAN,,,,,,,,,,
p031_anyiny_a,31,anyiny,adjective,"sweet, tasty, delicious",_anyiny ; anyiny(e:n),Onyiny ng'ala chicho.,That person's words are sweet.,CLEAN,,,,,,,,,,
p031_anyun_adv,31,anyun,adverb,then; indeed,_anyu:n,Nyo anyun.,Wei anyun. Come then. Yes indeed.,CLEAN,,,,,,,,,,
p031_aosit_n,31,aosit,noun,skin of dead calf stuffed with grass to induce cow to let down her milk,_aô:s-it ; _ao:s,Igochi aosit teta.,Give the cow an 'aosit'.,CLEAN,,,,,,,,,,
p031_araget_n,31,araget,noun,"1. cow whose calf has died. 2. empty sword sheath. 3. a jerk (person), ke-aran v",_arak-e:t ; _arak; _arakay ; _arak-a-i:k,,,GLOSS-LEAK,,,,,,,,,,
p031_arap_n,31,arap,noun,son of Arap Bet Mr,_ara:p ; _ara:p (nom.),,Bet (son of Kibet),CLEAN,,,,,,,,,,
hollis_p031_erengatiat_n,31,erengatiat,noun,old men's spear,,,,CLEAN,,,,,,,,,,
p31_ke_any_v,31,ke-any,verb,"to see, look (obs.)",_ke:-a:ny,Keong'wo logok o?,Did you see the children for me?.,RECONSTRUCTED,,,,,,,,,,
hollis_p031_ndwit_n,31,ndwit,noun,small-bladed long-shafted spear (western counties),,,,CLEAN,,,,,,,,,,
p032_arar_a,32,arar,adjective,"ammoniasmelling; raw-smelling, esp. milk and new-born infant",_arar ; arar(-e:n),Arar lakwet.,The child smells of ammonia.,CLEAN,,,,,,,,,,
p032_araraita_n,32,araraita,noun,"lake,sea, ocean",_ara:ray-ta ; _ara:ray; ara:ray-wa ; ara:ray-we:k,Kaba ararai.,They went to the ocean.,CLEAN,,,,,,,,,,
p032_arawet_n,32,arawet,noun,"1. moon, month",_ara:w-e:t ; _ara:w-a; ara:w-a ; ara:w-ek,Tinyei arawet et ab kwo.,It has been a month since she left.,CLEAN,,,,,,,,,,
p032_artam_num,32,artam,numeral,forty,_artam,Kono siling' artam.,Give me forty shillings.,CLEAN,,,,,,,,,,
p032_artet_n,32,artet,noun,sheep or goat,_a:r-te:t ; _a:r-a:; no ; ne:- ka,,Ingoro artet? Where isthe goat,HAS-GHOSTS,,,,,,,,,,
p032_asista_n,32,asista,noun,1. sun,_asi:s-ta ; _asi:s ; _asi:s (nom.); asi:s-wa ; asi:s-wek,Ng'wan asis.,The sun is hot.,CLEAN,,,,,,,,,,
p32_ke_aruny_v,32,ke-aruny,verb,"to fold, crush",_ke:-aruny,Aruny!,Fold (it)!.,RECONSTRUCTED,,,,,,,,,,
p033_ata_adv,33,ata,adverb,how much? Siling' ata? How much is it (how many shillings)?,_ata,,,CLEAN,,,,,,,,,,
p033_atal_a,33,atal,adjective,awkward,_ata:l ; ata:l-e:n,,,CLEAN,,,,,,,,,,
p033_atkai_adv,33,atkai,adverb,earlier today,_at-kay,,"Koitu atkai. (S/he) arrived earlier today,",CLEAN,,,,,,,,,,
p033_atkinye_adv,33,atkinye,adverb,"that time, long ago, some time ago",_at-ki:nye,,Kimwoiwo atkinye. (S/he) told me some time ago.,CLEAN,,,,,,,,,,
p033_atkonye_adv,33,atkonye,adverb,"yesterday, atkonye bet, atkonye koron yesterday afternoon, yesterday morning",_at-kô:nye,,,CLEAN,,,,,,,,,,
p033_baba_n,33,baba,noun,"father, paternal uncle, baba ne o father's older brother",_pa:pa: ; _pa:pa: (nom.),,baba ne bo Kopseret brother ofmy father from Kapseret,CLEAN,,,,,,,,,,
hollis_p033_chohet_n,33,chohet,noun,"scabbard, sheath",,,,CLEAN,,,,,,,,,,
hollis_p033_ikondit_n,33,ikondit,noun,greater kudu horn (war trumpet),,,,CLEAN,,,,,,,,,,
p33_ke_ba_v,33,ke-ba,verb,to go,"_ke:-pa, wa (used with singular subjects)",Ongebe!,Let's go!.,RECONSTRUCTED,,,,,,,,,,
p033_ke_bach_vt,33,ke-bach,verb_transitive,1. to strip bark off tree. 2. to scratch s.t. or s.o,_ke:-pa:c,Kabach busit.,The cat scratched(him/her).,HAS-GHOSTS,,,,,,,,,,
p033_ke_bagach_vt,33,ke-bagach,verb_transitive,"to leave s.t., let alone, relinquish, abandon",_ke:-paka:c,,Bagach! Leave (it)!,CLEAN,,,,,,,,,,
p33_ke_bee_vinstr,33,ke-bee,verb_instrumental,"to go with, go according to, depend on",_ke:-pe:-e:,Kobee ole kote rabinik.,It went according to how much the money was.,RECONSTRUCTED,,,,,,,,,,
hollis_p033_kotet_n,33,kotet,noun,arrow. (cf. class VII koto),,,,CLEAN,,,,,,,,,,
hollis_p033_pionik_n,33,pionik,noun,fire-sticks. (pl.),,,,CLEAN,,,,,,,,,,
hollis_p033_pireyuot_n,33,pireyuot,noun,man's leather belt. (cf. class III.B),,,,CLEAN,,,,,,,,,,
hollis_p033_rotuet_-,33,rotuet,-,noun. (sword),rotok (pl.),,,CLEAN,,,,,,,,,,
hollis_p033_rotuetapchok_n,33,rotuet-ap-chok,noun,"sword (alt). (literally ""sword of cattle"")",,,,CLEAN,,,,,,,,,,
hollis_p033_sharit_n,33,sharit,noun,long-handled club (old men),,,,CLEAN,,,,,,,,,,
hollis_p033_torokeyuoi_n,33,torokeyuoi,noun,sword-belt fastening,,,,CLEAN,,,,,,,,,,
p034_baget_n,34,baget,noun,cat,_pak-e:t ; __paka; pak-ô:y ; pak-o:k,,,CLEAN,,,,,,,,,,
p034_baguleita_n,34,baguleita,noun,"someone one was initiated with, ke-bai v",_pa:kuley-ta ; _pa:kule:,,"to feed, keep cattle; see other in an irregular relationship (man and woman), kebai tuga to keep cattle",HAS-GHOSTS|GLOSS-LEAK,,,,,,,,,,
p034_baiwaptarit_n,34,baiwaptarit,noun,"Lantana trifolia, scrambling shrub to 9 ft. with stems covered with stiff bristle-like hairs; leaves in clusters of 3, wrinkled and rough above; flowers pink or mauve; fruits purple, ke-bal v",_paywa:p-tar-i:t ; _pay-wa:t _a:p _tar-i:t,,dig. kebal keringet to dig a hole,GLOSS-LEAK,,,,,,,,,,
p034_balaliet_n,34,balaliet,noun,"peeled bark (light in weight), ke-balbal v",_pa:la:l-yet ; _pa:la:l; _pa:la:l ; _pa:la:l-ik,,"to snoop, poke around, ke-balbal-da v.itv.",GLOSS-LEAK,,,,,,,,,,
p034_baliach_a,34,baliach,adjective,having a lisp,_palya:c ; palya:k-e:n,,,CLEAN,,,,,,,,,,
p034_baliet_n,34,baliet,noun,"groin, crotch, underflank of animal, tigitik ab baliet groin muscles (Iliopsoas, Pectineus)",_pa:ly-e:t ; _pa:ly-a; pa:lyô:y ; pa:ly-ô:k,,Expressions: kowet ab baliet pelvis,CLEAN,,,,,,,,,,
p034_bambaniat_n,34,bambaniat,noun,"rafter, beam, joist, bambaniat ab tabut. attic rafter",_pa:mpa:n-ya:t ; _pa:mpa:n-ya: _pa:mpa:n ; ; _pa:mpa:n-ik,,,CLEAN,,,,,,,,,,
p34_ke_bol_vven,34,ke-bol,verb,to dig up,ke:-pal,Balu robwonik.,Dig up the potatoes.,RECONSTRUCTED,,,,,,,,,,
p035_bamong'o_n,35,bamong'o,noun,"father-in-law, daughter-in-law",_pa:m6ng6 ; _pa:m6ng6 (nom.),Nyonei bamong'o.,Father-in-law is coming.,CLEAN,,,,,,,,,,
p035_banan_n,35,banan,noun,poorness,jpanan ; _panan-ta,,,CLEAN,,,,,,,,,,
p035_bananda_n,35,bananda,noun,1. poorness,_panan-ta ; _panan ; _panan (nom.),Mi banan ne o emoni.,There is a big poorness in this country.,CLEAN,,,,,,,,,,
p035_bananet_n,35,bananet,noun,"orphan, ke-ban-da v.itv",_panan-e:t ; _panan; pana:n ; pana:n-ik,,,CLEAN,,,,,,,,,,
p035_banda_n,35,banda,noun,1. gait,_pa:n-ta ; _pa:n,,"Tinyei ban, mi ban. (S/he) is a good walker, has a swift gait,",CLEAN,,,,,,,,,,
p035_bandek_n,35,bandek,noun,"Zea mays, maize",_pa:nt-e:k ; _pa:nt-e; _pa:nt-ya: ; _pa:nt-ya:t,Korurio bandek ko mie.,The maize has ripened nicely.,CLEAN,,,,,,,,,,
p035_bang'ang'niet_n,35,bang'ang'niet,noun,hombill (arboreal). ke-baor v,_pa:nga:ng-nyet ; _pa:nga:ng; _pa:nga:ng-ay ; _pa:nga:ng-a-i:k,,,GLOSS-LEAK,,,,,,,,,,
p035_ke_ban_vt,35,ke-ban,verb_transitive,to bewitch,_ke:-pan,Kaban teta cheplemiat.,The Luo or Luyia woman bewitched the cow.,HAS-GHOSTS,,,,,,,,,,
p35_ke_bon_vven,35,ke-bon,verb,to bewitch hither,ke:-pan,Kogebon chichi.,This person has been bewitched hither.,RECONSTRUCTED,,,,,,,,,,
p035_ki_ban_vt,35,ki-ban,verb_transitive,"1. abandon, forsake, shun",_ki:-pa:n,,Kigibaan. (S/he) was shunned.,HAS-GHOSTS,,,,,,,,,,
p036_baoriat_n,36,baoriat,noun,witness,_paô:r-ya:t ; _paô:r-ya:; _paô:r-i:n ; _paô:r-i:n-ik,Baorianyu James.,James is my witness.,CLEAN,,,,,,,,,,
p036_baornatet_n,36,baornatet,noun,"teachings, witnessing, baornatet ab keny ancient teachings",_pa-ô:r-na-te:t,,ke-bor-ji v.app.,HAS-GHOSTS,,,,,,,,,,
p036_bara_a,36,bara,adjective,"broad, spacious, wide",_para: ; para:-e:n,Bara kot.,The house is spacious.,HAS-GHOSTS,,,,,,,,,,
p036_barabaret_n,36,barabaret,noun,"road, highway",_para:par-e:t ; _para:para,,,CLEAN,,,,,,,,,,
p036_barabut_n,36,barabut,noun,1. ice,_pa:ra:p-u:t ; _pa:ra:pu,Kagochot barabut.,The ice has melted.,CLEAN,,,,,,,,,,
p036_barak_n,36,barak,noun,"1. up, above",_parak ; _parak-u:t; _parak-u:s-ya ; __parak-u:s-yek,Mi barak bolik.,Clouds are above.,HAS-GHOSTS,,,,,,,,,,
p36_ke_bar_v,36,ke-bar,verb,"to kill, ruin (fig.)",_ke:-par,Barin asis!,May the sun kill you! (a curse).,RECONSTRUCTED,,,,,,,,,,
p36_ko_barar_v,36,ko-barar,verb,to bellow (cattle in fear),_ko-pa:ra:r,Kabararteta.,The cowbellowed.,RECONSTRUCTED,,,,,,,,,,
p037_barbarek_n,37,barbarek,noun,stones thrown for prophesy,_parpar-e:k ; _parpar; _parpar-ya: ; _parpar-ya:t,,Wirte barbarek! Throw the stones!,CLEAN,,,,,,,,,,
p037_barjet_n,37,barjet,noun,"homicide, killing",par-ce:t ; par-ca,,Barsienyprn.,HAS-GHOSTS,,,,,,,,,,
p037_barstolet_n,37,barstolet,noun,pistol. barta (see bor show),_parsto:l-e:t ; _parstô:la; _parsto:la-i:n(-ik),,,CROSS-REF,,,,,,,,,,
