id,page,headword,pos,gloss,phonetic,example_nandi,example_english,concern,reviewer_action,corrected_headword,corrected_pos,corrected_gloss,corrected_phonetic,corrected_example_nandi,corrected_example_english,splits_into,reviewer_notes,reviewer_name
p163_kobiset_n,163,kobiset,noun,sprinkling,ka:-pis-e:t,,,CLEAN,,,,,,,,,,
p163_kobiugoi_n,163,kobiugoi,noun,in-laws,ka:p-yu:ka:y,,,CLEAN,,,,,,,,,,
p163_kobiyotet_n,163,kobiyotet,noun,female reproductive organs,ka:p-i:yat-e:t ; ka:pi:yat,,,CLEAN,,,,,,,,,,
p163_kobot_n,163,kobot,noun,"/kapot, kopot, apot, pot, kapot (nom.y mother of Kobot JesilutJesilut'smother",,,kobugindet«.,CLEAN,,,,,,,,,,
p163_kobukiot_n,163,kobukiot,noun,broom,ka:-pu:k-ya:t ; ka:- pu:k-ya:; ka:-pu:k-e:n ; ka:-pu:ke:n-ik,,"Igokte kobukiot o lakwani! Give the broom (to them), child!",CLEAN,,,,,,,,,,
p163_kobukset_n,163,kobukset,noun,sweeping,ka:-pu:k-s-e:t,Keiyesta kobukset ab kot.,The sweeping of the house terrorises me.,CLEAN,,,,,,,,,,
p163_kobulo_n,163,kobulo,noun,/kapula/  corporal,,,,CLEAN,,,,,,,,,,
p163_kobungut_n,163,kobungut,noun,vegetable garden,ka:p-unk-u:t ; ka:punkuy,Ibut ingwek eng' kobungui.,Pick the vegetables in the garden.,CLEAN,,,,,,,,,,
p164_kobotindet_n,164,kobotindet,noun,farmer,ka:-pat-i:n-tet ; ka:- pat-i:n; ka:-pat ; ka:-pat-i:k,,,CLEAN,,,,,,,,,,
p164_kobotutiet_n,164,kobotutiet,noun,land ploughed for first time,ka:-pat-u:t-yet ; ka:- pat-u:t,Kobotut imbarana.,That field is a new field.,CLEAN,,,,,,,,,,
p164_koburo_n,164,koburo,noun,gathering ofmen and women to adjudicate a matter,ka:-pu:r-wa,,Ogoswo anyun o koburwo! Listen to me ladies and gentlemen of the gathering!,CLEAN,,,,,,,,,,
p164_koburset_n,164,koburset,noun,convention,ka:-bu:r-se:t ; ka:-bu:rsa,,,CLEAN,,,,,,,,,,
p164_kobusit_n,164,kobusit,noun,passenger train,kapu:s-it ; kapu:s,,,CLEAN,,,,,,,,,,
p164_kobwondo_n,164,kobwondo,noun,he) has a swelling in the leg,ka:-pwa:n-ta ; ka:- pwa:n; ka:-pwa:n-u:t ; ka:-pwa:nu:t-ik [< ki-bwa to swell] a swelling. Tinyei kobwon eng' kereng'. (S,,,CLEAN,,,,,,,,,,
p164_kobwonset_n,164,kobwonset,noun,swelling,ka:-pwa:n-se:t ; ka:- pwa:n-so,,,CLEAN,,,,,,,,,,
p164_koch_vapp,164,koch,verb_applicative,"[cf ke-gon to give hither] 1. to give to, dedicate, grant","ki:-ka:-ci, ki:-ka:c",Megochin.,(S/he) doesn't give (it) to anyone.,RECONSTRUCTED,,,,,,,,,,
p164_kochichindet_n,164,kochichindet,noun,pushy person,ka:-ci:c-i:n-tet ; ka:-ci:c-i:n; ka:-ci:c ; ka:-ci:c-ik,Kochichin chicho.,That person is pushy.,CLEAN,,,,,,,,,,
p164_kogonindet_n,164,kogonindet,noun,"busybody, prying person",ka:-kon-i:n-tet ; ka:- kon-i:n; ka:-k6n ; ka:-kon-ik,,Kogonin. (S/he) is abusybody.,CLEAN,,,,,,,,,,
p164_kogorwet_n,164,kogorwet,noun,,ka:ka:r-we:t ; ka:ka:rwa; ka:ka:r-ô:n ; ka:ka:r-ô:n-ik,,,CLEAN,,,,,,,,,,
p164_koguiet_n,164,koguiet,noun,meaning,ka:-ku:y-et ; ka:-ku:y-a; : : : s-ya ; ka : : : s-yek,,,CLEAN,,,,,,,,,,
p165_ko_lewen_it_n,165,ko-lewen-it,noun,guile,ka:-le:wen-it ; ka:- le:wen-o,,,CLEAN,,,,,,,,,,
p165_koi_a,165,koi,adjective,"long, tall, A Fm lanky. koi kosirin (asirin) taller than you",ka:y ; ka:-e:n,,,CLEAN,,,,,,,,,,
p165_koibeiyot_n,165,koibeiyot,noun,"willow tree, Salix hutchinsii; much-branched and riperian",ka:y-pe:y-ya:t,,,CLEAN,,,,,,,,,,
p165_koimutiet_n,165,koimutiet,noun,"annoyance, aggravation, disturbance, frustration",ka:-i:m-u:t-yet ; ka:- i:m-u:t; ka:-i:m-u:t ; ka:-i:m-u:t-ik,,,CLEAN,,,,,,,,,,
p165_koitet_n,165,koitet,noun,"chapter (of book), koitet tiptem ak sisit chapter twentyeight",ka:-i:tet ; ka:-i:t-6; ka:-i:to:s-yo ; ka:-i:t-o:s-yek,,kokipsomok prn.,HAS-GHOSTS,,,,,,,,,,
p165_kokwoutiet_n,165,kokwoutiet,noun,"pace, kokwoutiet ab imbaret the pacing ofthe field",ka:-kwa:-u:t-yet ; ka:-kwa:-u:t,,,CLEAN,,,,,,,,,,
p165_kolenjin_n,165,kolenjin,noun,"[lit. I told you, see ke-le to say] Kalenjin",ka:-le:n-ci:n,Kolenjin bichu.,Thesepeople are Kalenjin.,CLEAN,,,,,,,,,,
p165_kolewenet_n,165,kolewenet,noun,circumlocution,ka:-lewen-e:t ; ka:- lewen ; ka:-lewen-6,,,CLEAN,,,,,,,,,,
p165_koligenet_n,165,koligenet,noun,layer,ka:-li:ken-e:t ; ka:- li:ken; ka:-li:ken ; ka:-li:ken-ik,,,CLEAN,,,,,,,,,,
p165_koliget_n,165,koliget,noun,animal skin toga worn by women,ka:li:k-e:t ; ka:li:k-o; ka:li:k-o:s-ya ; ka:li:k-o:s-yek,,Ilochi koliget. (She) is wearing a toga.,CLEAN,,,,,,,,,,
p165_kolindet_n,165,kolindet,noun,"person who gets under one's skin, troublemaker Kolin ago kipng'et kongia. (He) gets under one's skin but is envious (lit. an eyesnapper)",kal-i:n-tet ; kal-i:n,,,CLEAN,,,,,,,,,,
p165_kolisiet_n,165,kolisiet,noun,instigation,kal-i:s-ye:t ; kal-i:s-yo,,,CLEAN,,,,,,,,,,
p165_kololiot_n,165,kololiot,noun,bedbug,kalaly-a:t ; kalaly-a:; kalal ; kalal-i:k,Mi kololik kot.,The are bedbugs in the house.,CLEAN,,,,,,,,,,
p165_kolosunet_n,165,kolosunet,noun,"flattery, praise",ka:-la:s-un-e:t ; ka:- la:s-un-6,,Kolosunet ab Jehova praise ofGod,CLEAN,,,,,,,,,,
p166_ke_gan_vrefl,166,ke-gan,verb,to intermarry (of clans),_ke:-ka:n ke:y,Konei kei Kdmolel ok Koboit.,The Molel and Boit families can intermarry.,RECONSTRUCTED,,,,,,,,,,
p166_ke_gan_da_vitv,166,ke-gan-da,verb_intransitive,to give bride wealth,_ke:-ka:n-ta,Kogiganda tuga mut.,Five cows were given for bridewealth.,RECONSTRUCTED,,,,,,,,,,
p166_ke_gonyit_vt,166,ke-gonyit,verb_transitive,"to respect, honour, kegonyit kon ok komet to respect your father and your mother /ke:-ka:nyit kô:n ak ka:met",ke:-ka:nyit,,,CLEAN,,,,,,,,,,
p166_komet_n,166,komet,noun,mother (used to refer to the mother of a child when speaking to it),ka:met,,Komet ingoro? Which one is your mother?,CLEAN,,,,,,,,,,
p166_komoindet_n,166,komoindet,noun,an envious person,ka:-ma:-i:n-tet ; ka:- ma:-i:n,,,CLEAN,,,,,,,,,,
p166_komoiset_n,166,komoiset,noun,"envy, ke-gon v.ven",ka:-ma:y-set ; ka:- ma:y-so,to receive bridewealth.,Kogigon tuga mut. We received five cows for bridewealth.,CLEAN,,,,,,,,,,
p166_komuget_n,166,komuget,noun,"ability, effectivness",ka:-mu:k-et ; ka:-mu:k6,,,CLEAN,,,,,,,,,,
p166_komukset_n,166,komukset,noun,"capability, proficiency",ka:-mu:k-se:t ; ka:- mu:k-so,,,CLEAN,,,,,,,,,,
p166_komuktoindet_n,166,komuktoindet,noun,the almighty (God),ka:-mu:k-ta-i:ntet ; ka:-mu:k-ta-i:n,,,CLEAN,,,,,,,,,,
p166_kondit_n,166,kondit,noun,"respect, integrity",ka:nd-it ; ka:nyit ; ka:nyit (nom.),,"Motinyei konyit. (S/he) has no respect,",HAS-GHOSTS,,,,,,,,,,
p166_konyiteniot_n,166,konyiteniot,noun,"acquaintance; significantperson in a situation, e.g. an honoured guest; dignitary",ka:-nyiten-ya:t ; ka:- nyiten-ya:; ka:-nyiten ; ka:-nyitenik,,,CLEAN,,,,,,,,,,
p166_konyitindet_n,166,konyitindet,noun,(cf,ka:nyit-i:n-tet ; ka:nyit-i:n;ka:nyit ; ka:nyit-i:k,,,CLEAN,,,,,,,,,,
p166_konyoiset_n,166,konyoiset,noun,treatment,ka:-nyay-se:t ; ka:- nyay-so,,,CLEAN,,,,,,,,,,
p166_konyolset_n,166,konyolset,noun,triumph,ka:-nyô:l-se:t,,,CLEAN,,,,,,,,,,
hollis_p167_chepkeswai_n,167,chepkeswai,noun,small knife,chepkeswet (sg.def) ; chepkesoi (pl.) ; chepkesok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_cheplanga_n,167,cheplanga,noun,leopard,cheplanget (sg.def) ; cheplangoi (pl.) ; cheplangok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_cheringis_n,167,cheringis,noun,lizard,cheringisiet (sg.def) ; cheringisoi (pl.) ; cheringisok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_indara_n,167,indara,noun,python,indaret (sg.def) ; indaroi (pl.) ; indarok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_iririo_n,167,iririo,noun,piece of hide. (cf class IV.C),iririot (sg.def) ; iriren (pl.) ; irirenik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_kaina_n,167,kaina,noun,name,kainet (sg.def) ; kainoi (pl.) ; kainaiik (pl.def),,,CLEAN,,,,,,,,,,
p167_kdpsing'ildet_n,167,kdpsing'ildet,noun,natural gap between upper incisorteeth(considered amark of beauty). Tinyei kopsing'il ne o,ka:p-smgil-te:t ; ka:p-singil; ka:p-singil-ay ; ka:psingil-a-i:k,,,CLEAN,,,,,,,,,,
hollis_p167_kimaket_n,167,kimaket,noun,hyena. (alt pl. kimaketaiik),kimaketet (sg.def) ; kimaketoi (pl.) ; kimaketok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_kina_n,167,kina,noun,nipple,kinet (sg.def) ; kinai (pl.) ; kinaiik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_kipisua_n,167,kipisua,noun,swallow (bird),kipisuet (sg.def) ; kipisoi (pl.) ; kipisok (pl.def),,,CLEAN,,,,,,,,,,
p167_konomindet_n,167,konomindet,noun,a beginner,ka:-na:m-i:n-tet ; ka:-na:m-i:n; ka:-na:m ; ka:-na:mik,,,CLEAN,,,,,,,,,,
p167_konomset_n,167,konomset,noun,accusation,ka:-na:m-se:t,,,CLEAN,,,,,,,,,,
p167_konomwet_n,167,konomwet,noun,"image, idol, picture, figment",ka:-na:m-we:t ; ka:- na:m-wa; ka:-na:m-o:n(-ik),,,CLEAN,,,,,,,,,,
p167_konyostoindet_n,167,konyostoindet,noun,neglectful person,ka:-nya:sta-i:ntet ; ka:-nya:sta-i:n; ka:-nya:sta:y ; ka:-nya:sta-i:k,,,CLEAN,,,,,,,,,,
p167_kopchemosin_n,167,kopchemosin,noun,types of stories or legends having to do with cemosinik (ogres),ka:p-ce:-ma:si:n,,Kopchepkendi prn.,HAS-GHOSTS,,,,,,,,,,
p167_kopchobinidt_n,167,kopchobinidt,noun,"Dovyalis macrocalyx, forest undershrub withspinesandedible capsule-like red fruit 1 in. long or less",ka:p-chopi:n-ya:t ; ka:p-chopi:n-ya:,,,CLEAN,,,,,,,,,,
p167_kopkinit_n,167,kopkinit,noun,urinary sphincter,ka:p-kin-it ; ka:p-kin,,Kigong'et kopkin. (S/he) has urinary incontinence.,CLEAN,,,,,,,,,,
p167_kopkirwok_n,167,kopkirwok,noun,court of law (location),ka:p-ki:rwa:k,,,CLEAN,,,,,,,,,,
p167_kopkitionget_n,167,kopkitionget,noun,gap due to loss of one or more ofthe upper incisors,ka:p-kitya:nk-e:t ; ka:p-kitya:nk-a,,Kitun boiyot ne os ne bo kopkitionget She married an old man with a gap where his upper incisors were,CLEAN,,,,,,,,,,
p167_kopkoros_n,167,kopkoros,noun,"place of shrine with ritual plants gathered into bundle and set upright for ceremonial use, place where koros harvested (see korosiot); cf",ka:p-k6ros ; ka:pk6ros-u:t,,,CROSS-REF,,,,,,,,,,
p167_kopkwony_n,167,kopkwony,noun,bad labour (childbirth),ka:p-kwa:ny,,Omin kopkwony! May you have a horrible labour!,HAS-GHOSTS,,,,,,,,,,
p167_kopsegerut_n,167,kopsegerut,noun,spinal cord at top,"ka:p-seker-u:t, ka:pseker",Koibut kotang'et kopseger.,(S/he) fell and almost broke (his/her) spinal cord.,RECONSTRUCTED,,,,,,,,,,
hollis_p167_kuina_n,167,kuina,noun,horn,kuinet (sg.def) ; kuinai (pl.) ; kuinaiik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_kutere_n,167,kutere,noun,spoon,kuteret (sg.def) ; kuterai (pl.) ; kuteraiik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_kwang_n,167,kwang,noun,bow,kwanget (sg.def) ; kwangoi (pl.) ; kwangok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_makata_n,167,makata,noun,"leather, goat's skin",makatet (sg.def) ; makatoi (pl.) ; makatok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_ngecher_n,167,ngecher,noun,stool,ngecheret (sg.def) ; ngecherok (pl.) ; ngecheraiik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_ormarich_n,167,ormarich,noun,door of cattlefold,ormarichet (sg.def) ; ormarichoi (pl.) ; ormarichok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_sigirio_n,167,sigirio,noun,donkey,sigiriet (sg.def) ; sigiroi (pl.) ; sigirok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_siiya_n,167,siiya,noun,"nail, claw",siiyet (sg.def) ; sioi (pl.) ; siok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_soromya_n,167,soromya,noun,kidney,soromyet (sg.def) ; soromoi (pl.) ; soromok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_tae_n,167,tae,noun,brass-wire,taet (sg.def) ; taoi (pl.) ; taok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_taiyua_n,167,taiyua,noun,spur-fowl,taiyuet (sg.def) ; taoi (pl.) ; taok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_temen_n,167,temen,noun,wax,temenyet (sg.def) ; temenoi (pl.) ; temenok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_tisia_n,167,tisia,noun,monkey,tisiet (sg.def) ; tisoi (pl.) ; tisok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p167_tomirimir_n,167,tomirimir,noun,person's shadow,tomirimiriet (sg.def) ; tomirimirok (pl.) ; tomirimiraiik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_chorua_n,168,chorua,noun,friend,choruet (sg.def) ; choronoi (pl.) ; choronok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_kaliang_n,168,kaliang,noun,fly,kalianget (sg.def) ; kaliangai (pl.) ; kaliangaiik (pl.def),,,CLEAN,,,,,,,,,,
p168_ke_gorgen_vi,168,ke-gorgen,verb_intransitive,to be spoiled,ke:-ka:rken,Kigogorgen lakwet.,The child is spoiled.,CLEAN,,,,,,,,,,
p168_ki_gorgen_vcaus,168,ki-gorgen,verb,to spoil s.o,ki:-ka:rke:n,Kigokorgen logok.,(They) spoiled the children.,RECONSTRUCTED,,,,,,,,,,
hollis_p168_kiplengwa_n,168,kiplengwa,noun,hare. (alt kiplengonoi),kiplengwet (sg.def) ; kiplengoi (pl.) ; kiplengok (pl.def),,,CLEAN,,,,,,,,,,
p168_kopsisinit_n,168,kopsisinit,noun,ka:psisin/ bottom end of vagina,ka:p-sisin-it,,,CLEAN,,,,,,,,,,
p168_kopsobon_n,168,kopsobon,noun,genitalia,ka:psapa:n,,"Kogilekogitiarkopsobon.(They) said he was kicked in the genitalia,",CLEAN,,,,,,,,,,
p168_kopsuben_n,168,kopsuben,noun,end of fireplace,ka:p-supen,,,CLEAN,,,,,,,,,,
p168_koptich_n,168,koptich,noun,"[kob place of, tich cattle] 1. cottage in place where cattle are grazed. 2. name of child (male or female) bom in a koptich",ka:p-tic,,,CLEAN,,,,,,,,,,
p168_koptiriot_n,168,koptiriot,noun,enclosure in which girls spend daytime hours while in seclusion after initiation,ka:pti:rya:t ; ka:pti:rya:t-it,Mi koptiriot torusiek.,The initiates are in the koptiriot.,HAS-GHOSTS,,,,,,,,,,
p168_korgenotiot_n,168,korgenotiot,noun,spoiledorpetchild,ka:rken-o:t-ya:t ; ka:rken-o:t-ya:; ka:rken-ô:t ; ka:rken-o:t-ik,,,CLEAN,,,,,,,,,,
p168_korget_n,168,korget,noun,"woman, female, (often pejorative; chebioset isrespectful), korget ab sina a worthless woman",ka:rk-e:t ; ka:rk-a; ka:ru:s-ya ; ka:r-u:s-yek,Mogindochin korgo ok mogiletchin.,A woman can't be led and can't be followed (nothing satisfies a woman).,CLEAN,,,,,,,,,,
p168_korionet_n,168,korionet,noun,[ki-rion to sneeze] sneeze. koriong'it ke-koriong'it v.incep,ka:-rya:n-et ; ka:-rya:n ; ka:-rya:n-6,,,CLEAN,,,,,,,,,,
p168_koriony_a,168,koriony,adjective,"daring, nervy",karya:ny ; karya:n-e:n,,,CLEAN,,,,,,,,,,
p168_koron_n,168,koron,noun,"morning, dwendi koron. I'm going in the morning",ka:ro:n ; ka:ro:n-et,,,CLEAN,,,,,,,,,,
p168_korucho_n,168,korucho,noun,mother-in-law (man's wife's mother),ka:ru:ca: ; ka:ru:ca: (nom.),Itu ra korucho.,Mother-in-law is arriving today.,CLEAN,,,,,,,,,,
hollis_p168_lakwa_n,168,lakwa,noun,child,lakwet (sg.def) ; lakoi (pl.) ; lakok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_mororoch_n,168,mororoch,noun,frog,mororochet (sg.def) ; mororochai (pl.) ; mororochaiik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_mulua_n,168,mulua,noun,lump,muluet (sg.def) ; mulondoi (pl.) ; mulondok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_muren_n,168,muren,noun,"warrior, man",murenet (sg.def) ; murenik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_rokcho_n,168,rokcho,noun,potsherd,rokchet (sg.def) ; rokchonoi (pl.) ; rokchonok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_rotua_n,168,rotua,noun,sword or knife. (alt rotonai/rotonaiik),rotuet (sg.def) ; rotoi (pl.) ; rotok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_situa_n,168,situa,noun,impalla gazelle,situet (sg.def) ; sitonoi (pl.) ; sitonok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_tuluo_n,168,tuluo,noun,mountain,tuluet (sg.def) ; tuluondoi (pl.) ; tuluondok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_turio_n,168,turio,noun,unlucky omen,turiet (sg.def) ; turionoi (pl.) ; turionok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p168_urua_n,168,urua,noun,shadow,uruet (sg.def) ; uruondoi (pl.) ; uruondok (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_kapatut_n,169,kapatut,noun,field cleared ready for sowing,kapatutik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_kechir_n,169,kechir,noun,sheep,kechiriet (sg.def) ; kechirek (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_ket_n,169,ket,noun,tree,ketit (sg.def) ; ketik (pl.def),,,CLEAN,,,,,,,,,,
p169_kordisit_n,169,kordisit,noun,hat,karays-i:t ; karaysi; karays-i:n ; karays-i:s-ya ; karaysi:n-ik ; karays-i:s-yek,Ilochi kordisit.,He is wearing a hat.,CLEAN,,,,,,,,,,
hollis_p169_koroiit_n,169,koroiit,noun,Colobus monkey,koroiityet (sg.def) ; koroiitik (pl.def),,,CLEAN,,,,,,,,,,
p169_koroitiet_n,169,koroitiet,noun,Colobus monkey,karai:t-yet ; karai:t-yet (nom.) ; karaiit ; karai:t (nom.); karai:t ; karai:t-ik,Mi koroit ket barak.,A Colobus monkey is in the tree above.,CLEAN,,,,,,,,,,
p169_koronindet_n,169,koronindet,noun,clerk. kororindow,kara:n-i:n-tet ; kara:n-i:n; _kara:n-yek ; _kara:ni:n(-ik),,,CLEAN,,,,,,,,,,
p169_korotik_n,169,korotik,noun,blood,karat-i:k ; karat-ya: ; karat-ya:t; karati,Tinyei korotikyok bichu.,These people have our blood (i.e. are related to us).,HAS-GHOSTS,,,,,,,,,,
p169_korureiwek_n,169,korureiwek,noun,"teachings about laws, karureiywek ab murenik, chebiosok, nandi teachings of men, women, the Nandi",ka:-ru:r-ey-we:k ; ka:-ru:r-6 ; ka:-ru:r-e:t; ka:-ru:r-ey,,,CLEAN,,,,,,,,,,
p169_kos_v,169,kos,verb,"to lactate, give milk",ko:-ka:s,Kegos teta ra; alen kobiyo omut.,The cow lactated today; I think it ate its fill yesterday.,RECONSTRUCTED,,,,,,,,,,
p169_kosetit_n,169,kosetit,noun,newspaper,kase:t-i:t ; kase:ti,,,CLEAN,,,,,,,,,,
p169_kosikyinet_n,169,kosikyinet,noun,"persuasion, kosindetn",ka:-si:k-yin-e:t,,,CLEAN,,,,,,,,,,
p169_kosipsibet_n,169,kosipsibet,noun,"stalking, koskoleng'",ka:-sipsi:p-et ; ka:- sipsi:p-6,,,CLEAN,,,,,,,,,,
p169_koskoleng'_n,169,koskoleng',noun,late afternoon (4-6 pm),ka:skoleng,Kirotu tuga koskoleng'.,The cattle are herded home in the late afternoon.,CLEAN,,,,,,,,,,
p169_kosuldoet_n,169,kosuldoet,noun,achievement,ka:-su:l-ta-e:t ; _ka:- su:l-ta-e:t,,,CLEAN,,,,,,,,,,
p169_kosulsuliet_n,169,kosulsuliet,noun,"hammerkop, Scopus umbretta",kasu:lsu:l-yet,,,CLEAN,,,,,,,,,,
p169_kot_n,169,kot,noun,house,ka:t ; ka; ka:rin ; ka:r-i:k,,Kerei korik. (S/he) is looking at the houses.,CLEAN,,,,,,,,,,
hollis_p169_kunyuk_n,169,kunyuk,noun,handle,kungit (sg.def) ; kunyukik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_kunyut_n,169,kunyut,noun,brain,kundit (sg.def) ; kunyutik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_kurkat_n,169,kurkat,noun,door,kurket (sg.def) ; kurkot (pl.) ; kurkotik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_lembech_n,169,lembech,noun,lie,lembechet (sg.def) ; lembechek (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_mengich_n,169,mengich,noun,ram,mengit (sg.def) ; mengichik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_ngoror_n,169,ngoror,noun,goat,ngororiet (sg.def) ; ngororek (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_panan_n,169,panan,noun,poor person,pananet (sg.def) ; ponon (pl.) ; pononik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_patai_n,169,patai,noun,back,patet (sg.def) ; patoi (pl.) ; patoiik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_puon_n,169,puon,noun,lung,puondet (sg.def) ; puonik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_sumat_n,169,sumat,noun,old men's garment,sumet (sg.def) ; sumot (pl.) ; sumotik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_tangoch_n,169,tangoch,noun,"enigma, riddle",tangochet (sg.def) ; tongoch (pl.) ; tongochik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_tapupur_n,169,tapupur,noun,butterfly,tapupuriet (sg.def) ; tapupurik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_tarit_n,169,tarit,noun,bird,tarityet (sg.def) ; taritik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_tokoch_n,169,tokoch,noun,face,toket (sg.def) ; tokochik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p169_torkoch_n,169,torkoch,noun,Kavirondo shield,torkochet (sg.def) ; torkochik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p170_aina_n,170,aina,noun,river,ainet (sg.def) ; ainos (pl.) ; ainosiek (pl.def),,,CLEAN,,,,,,,,,,
hollis_p170_chambolua_n,170,chambolua,noun,knife for butchering cattle,chamboluet (sg.def) ; chambolos (pl.) ; chambolosiek (pl.def),,,CLEAN,,,,,,,,,,
hollis_p170_cherengen_n,170,cherengen,noun,locust,cherengendet (sg.def) ; cherengenyen (pl.) ; cherengenyenik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p170_imbar_n,170,imbar,noun,plantation,imbaret (sg.def) ; imbaren (pl.) ; imbarenik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p170_itok_n,170,itok,noun,bed,itokut (sg.def) ; itokus (pl.) ; itokusiek (pl.def),,,CLEAN,,,,,,,,,,
p170_ke_la_vt,170,ke-la,verb_transitive,"1. to carry on back (e.g. firewood), to carry (e.g. a corpse), to lug. Labak! Carry",_ke:-la,,,CLEAN,,,,,,,,,,
hollis_p170_kepen_n,170,kepen,noun,cave,kepenet (sg.def) ; kepenos (pl.) ; kepenosiek (pl.def),,,CLEAN,,,,,,,,,,
hollis_p170_kipkeu_n,170,kipkeu,noun,kind of rat,kipkeut (sg.def) ; kipkeun (pl.) ; kipkeunik (pl.def),,,CLEAN,,,,,,,,,,
hollis_p170_kipokan_n,170,kipokan,noun,lyre,kipokandet (sg.def) ; kipokandin (pl.) ; kipokandinik (pl.def),,,CLEAN,,,,,,,,,,
p170_kotigonindet_n,170,kotigonindet,noun,disciplinarian. kotumet ab met kotumet ab met n,ka:-tika:n-i:n-tet ; ka:-tika:n-i:n,,,GLOSS-LEAK,,,,,,,,,,
p170_kotomset_n,170,kotomset,noun,false recrimination,ka:-ta:m-se:t,,,CLEAN,,,,,,,,,,
p170_kotunisiet_n,170,kotunisiet,noun,"wedding, marriage",ka:-tun-i:s-ye:t ; ka:- tun-i:s-yo,,,CLEAN,,,,,,,,,,
p170_koturenik_n,170,koturenik,noun,"1. weed clumps gathered together. 2. dried cow manure. 3. stockpile, pile, bundle",ka:-tu:ren-ik ; ka:- tu:ren-ya ; ka:-tu:ren-ya: ; ka:- tu:ren-e:t ; ka:-tu:ren-ya:t; ka:- tu:ren,,Koturenik ata? How many bundles?,CLEAN,,,,,,,,,,
p170_kotutiet_n,170,kotutiet,noun,"tail, kowet ne kitoegu kotutiet. bone which would have become a tail",ka:tu:t-yet ; ka:tu:t; ka:tu:t-ay ; ka:tu:t-a-i:k,,Expressions: kowet ab kotutiet tailbone,CLEAN,,,,,,,,,,
p170_kotutwet_n,170,kotutwet,noun,"Entada abyssinica, an acacialike, but thomless deciduous tree usually 15-30 ft. high; pod flat, straight or slightly curved, undulate, 6-14 in. long, 1.5-2.5 in broad",ka:tu:t-we:t ; ka:tu:twa,Mi nego kotutwet kel.,The sheep and goats are at the foot of the tree.,CLEAN,,,,,,,,,,
p170_kowelwelindet_n,170,kowelwelindet,noun,one who wriggles out of tight spots,ka:-welwe:l-i:ntet ; ka:-welwe:l-i:n,,,CLEAN,,,,,,,,,,
p170_kowet_n,170,kowet,noun,"bone, mwait ab kowet marrow",ka:w-e:t ; ka:w-a; ka:way ; ka:w-ek,,Expressions: kowet ab ng'wonyo ankle,CLEAN,,,,,,,,,,
